id,code,name,description,condition,priority,program,programStage,programRuleActions,sharing
mxbCtBoJY4L,,NeoIPC HAP Pathogen 2 - not VRE,Hides the VRE field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 2 - not VRE/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,ZA7Y9SSJo0x,
BbGPA8UMy84,,NeoIPC HAP Pathogen 2 - not carbapenem-resistant,Hides the carbapenem-resistant field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 2 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,sYuIf0OoC8F,
cnvUQb5kCVU,,NeoIPC HAP Pathogen 2 - not colistin-resistant,Hides the colistin-resistant field for pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 2 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,HaUDUUJSVAg,
un5xnxeHUra,,NeoIPC HAP Pathogen 2 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC HAP Pathogen 2 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,eabyJlMYJRI,
v1QqdolLbNK,,NeoIPC HAP Pathogen 2 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC HAP Pathogen 2 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,wU6JEFRBaRD,
wJEuS2Dn3m9,,NeoIPC HAP Pathogen 2 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC HAP Pathogen 2 - set VRE/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,LdzQeKeU1zs,
WyMBqd4KfeC,,NeoIPC HAP Pathogen 2 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC HAP Pathogen 2 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,cRFqD5SyaQK,
sILyrNHXwi4,,NeoIPC HAP Pathogen 2 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC HAP Pathogen 2 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,ewyK7DgbaF8,
raKaKdTj4xa,,NeoIPC HAP Pathogen 2 - when empty,Hides dependent fields when Pathogen 2 is empty.,expressions/programRules/NeoIPC HAP Pathogen 2 - when empty/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,DRoxzZ6jPMW DSXZeVHWsc1 F21xpzbjFFq dv391wZzuLi kyzJs70qcFW sA2ESyDnBHS xATHIAxs2xT zFmnA5ivlHJ,
V8JExEi5Ci3,,NeoIPC HAP Pathogen 2 - when empty or listed,"Hides the pathogen name for Pathogen 2 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC HAP Pathogen 2 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,mXht9CdCoLi,
LfmLPQL8cNZ,,NeoIPC HAP Pathogen 2 - when not listed,"Makes the pathogen name mandatory for Pathogen 2 when ""Not listed"" is selected.",expressions/programRules/NeoIPC HAP Pathogen 2 - when not listed/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,agQF0YqdgZa,
XU9Xwpz6RoY,,NeoIPC HAP Pathogen 3 - may be 3GCR,Makes the 3GCR field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 3 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,DulEHHnQqfY,
iCp3WSqqQcX,,NeoIPC HAP Pathogen 3 - may be MRSA,Makes the MRSA field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 3 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,BcRripMjq6s,
C5ZW7F3NgNj,,NeoIPC HAP Pathogen 3 - may be VRE,Makes the VRE field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 3 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,mtp5fZRd9pO,
u4E9E5fjb3U,,NeoIPC HAP Pathogen 3 - may be carbapenem-resistant,Makes the carbapenem-resistant field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 3 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,qiuIhF2OjsG,
UOwBoTscdqh,,NeoIPC HAP Pathogen 3 - may be colistin-resistant,Makes the colistin-resistant field for pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 3 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,PlHvmTjlMe1,
miTi5RyQTcx,,NeoIPC HAP Pathogen 3 - not 3GCR,Hides the 3GCR field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 3 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,lRzlI2ElTJ0,
rf8A4nJDOqf,,NeoIPC HAP Pathogen 3 - not MRSA,Hides the MRSA field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 3 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,lHXrqeWSpqi,
gVPXU1fSdKv,,NeoIPC HAP Pathogen 3 - not VRE,Hides the VRE field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 3 - not VRE/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,bu6BacLliev,
yPT8cPCdhdG,,NeoIPC HAP Pathogen 3 - not carbapenem-resistant,Hides the carbapenem-resistant field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 3 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,tfsyVcVNGlz,
weQmJ0ug494,,NeoIPC HAP Pathogen 3 - not colistin-resistant,Hides the colistin-resistant field for pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Pathogen 3 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,cV4rO9qonec,
weRmJjEvVco,,NeoIPC HAP Pathogen 3 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC HAP Pathogen 3 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,vkZXpuOUOAH,
fzBkI0Vx7S3,,NeoIPC HAP Pathogen 3 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC HAP Pathogen 3 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,XuE7fBSoNmQ,
nuvekGY8lZb,,NeoIPC HAP Pathogen 3 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC HAP Pathogen 3 - set VRE/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,rdmQr0OKnRW,
Y9C0bDLD8e8,,NeoIPC HAP Pathogen 3 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC HAP Pathogen 3 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,QvAiQnnkO31,
xn4DrNCcZ1M,,NeoIPC HAP Pathogen 3 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC HAP Pathogen 3 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,ppTMHtz0WbF,
h06zIQOsUjZ,,NeoIPC HAP Pathogen 3 - when empty,Hides dependent fields when Pathogen 3 is empty.,expressions/programRules/NeoIPC HAP Pathogen 3 - when empty/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,yUCf8RXGqtb,
vXICpq6rozV,,NeoIPC HAP Pathogen 3 - when empty or listed,"Hides the pathogen name for Pathogen 3 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC HAP Pathogen 3 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,fTgUh3s9kv4,
qQRozcI6gQE,,NeoIPC HAP Pathogen 3 - when not listed,"Makes the pathogen name mandatory for Pathogen 3 when ""Not listed"" is selected.",expressions/programRules/NeoIPC HAP Pathogen 3 - when not listed/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,Yq92qA1Xotj,
zIBMQYTTLMa,,NeoIPC HAP Secondary BSI pathogen 1 - may be 3GCR,Makes the 3GCR field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,za2qum2qIXn,
VIgK0QKPwqg,,NeoIPC HAP Secondary BSI pathogen 1 - may be MRSA,Makes the MRSA field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,gVIhE8fwHwi,
O2sWAGDqp3N,,NeoIPC HAP Secondary BSI pathogen 1 - may be VRE,Makes the VRE field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,KZgPjhVlehZ,
wG75GvkuFjK,,NeoIPC HAP Secondary BSI pathogen 1 - may be carbapenem-resistant,Makes the carbapenem-resistant field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,xAvtYWU7ahA,
bFlA2sg4qax,,NeoIPC HAP Secondary BSI pathogen 1 - may be colistin-resistant,Makes the colistin-resistant field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,x8wOUtm3f3y,
BRrqwcj63KW,,NeoIPC HAP Secondary BSI pathogen 1 - not 3GCR,Hides the 3GCR field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,XRHWKyTpill,
ejIFtgbGBl1,,NeoIPC HAP Secondary BSI pathogen 1 - not MRSA,Hides the MRSA field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,QXjZ9Cq5T5w,
QZoCYsNF7el,,NeoIPC HAP Secondary BSI pathogen 1 - not VRE,Hides the VRE field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - not VRE/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,OMSIzpwQdgd,
gVOSct0f3F4,,NeoIPC HAP Secondary BSI pathogen 1 - not carbapenem-resistant,Hides the carbapenem-resistant field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,U0VLTxW0cz2,
vDrqooo9KGU,,NeoIPC HAP Secondary BSI pathogen 1 - not colistin-resistant,Hides the colistin-resistant field for secondary BSI pathogen 1 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,mZ8llSmUIwj,
hhzIJpszpJE,,NeoIPC HAP Secondary BSI pathogen 1 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,odes5kej9KC,
jBQAFMp5LX3,,NeoIPC HAP Secondary BSI pathogen 1 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,DEoDcJkcNUx,
Mb7p8F2m6WX,,NeoIPC HAP Secondary BSI pathogen 1 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - set VRE/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,VIXCozJvBUC,
e5iOnai5QDJ,,NeoIPC HAP Secondary BSI pathogen 1 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,CqReqLuy5A8,
BX8Vx8gUtp5,,NeoIPC HAP Secondary BSI pathogen 1 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,R5RDPxyWjo3,
r3XnM9rrULQ,,NeoIPC HAP Secondary BSI pathogen 1 - when empty,Hides dependent fields when Secondary BSI pathogen 1 is empty.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - when empty/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,C8iUl98U8Rq E5Kt4hxBfSJ HxmFVWuZXqd IMoO0QYQVtQ PIDp25qCS2g SeoqqiS9To7 VWCUfCWurpy YZTPtltAFNJ cKKGtnSNOSk iFrHOl7ffFC jl4xq1qf9fi oGe7jlhyJGn pSoQOZmRarF zG3nOUkmAWH,
ti0cs8Nr7gH,,NeoIPC HAP Secondary BSI pathogen 1 - when empty or listed,"Hides the pathogen name for Secondary BSI pathogen 1 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,NAz79vFtVVv,
n1LfAijRkv6,,NeoIPC HAP Secondary BSI pathogen 1 - when not listed,"Makes the pathogen name mandatory for Secondary BSI pathogen 1 when ""Not listed"" is selected.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 1 - when not listed/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,mEv0EP4NwEo,
Fb2C3H47tZr,,NeoIPC HAP Secondary BSI pathogen 2 - may be 3GCR,Makes the 3GCR field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,q38o7P3J5LB,
g3bXTkA8DFz,,NeoIPC HAP Secondary BSI pathogen 2 - may be MRSA,Makes the MRSA field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,xmpzg3wW4Uj,
wc4X4kJplVH,,NeoIPC HAP Secondary BSI pathogen 2 - may be VRE,Makes the VRE field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,bGELBtZ9JtK,
eVwXopprDkC,,NeoIPC HAP Secondary BSI pathogen 2 - may be carbapenem-resistant,Makes the carbapenem-resistant field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,eqqWcNIOHXc,
Qety1R7oJJw,,NeoIPC HAP Secondary BSI pathogen 2 - may be colistin-resistant,Makes the colistin-resistant field for secondary BSI pathogen 2 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,qykumjl1N0A,
KvZb37nGZhU,,NeoIPC HAP Secondary BSI pathogen 2 - not 3GCR,Hides the 3GCR field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,n06st9DUu2i,
cISw5YONs3z,,NeoIPC HAP Secondary BSI pathogen 2 - not MRSA,Hides the MRSA field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,lPNxS1JwyI1,
SjhRrBVSCNm,,NeoIPC HAP Secondary BSI pathogen 2 - not VRE,Hides the VRE field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - not VRE/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,GQM2QjT9xtu,
OF44jRW13rp,,NeoIPC HAP Secondary BSI pathogen 2 - not carbapenem-resistant,Hides the carbapenem-resistant field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,PnNvIr42ehT,
Gde5PaW6v8j,,NeoIPC HAP Secondary BSI pathogen 2 - not colistin-resistant,Hides the colistin-resistant field for secondary BSI pathogen 2 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,iXnKOHQvaEL,
KicwKUMw9lf,,NeoIPC HAP Secondary BSI pathogen 2 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,WDjleYY5mf2,
VOOHYUUcSVT,,NeoIPC HAP Secondary BSI pathogen 2 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,kYdQzqcSoFW,
LbeesKV4Cuk,,NeoIPC HAP Secondary BSI pathogen 2 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - set VRE/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,VkAwKod6JFd,
DeXSCLlX9gR,,NeoIPC HAP Secondary BSI pathogen 2 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,ySzrqrusQbO,
rYr9FCXyoXD,,NeoIPC HAP Secondary BSI pathogen 2 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,r8TawDhrLc6,
Vr32T79ujlw,,NeoIPC HAP Secondary BSI pathogen 2 - when empty,Hides dependent fields when Secondary BSI pathogen 2 is empty.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - when empty/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,S91Z6HQsGr0 ddzMmhCrGjV ecUrwv1Ue3t kuf8H3MeM2R tduudnf1t5m xjfHxdHRWtU zohOb4LVWRY,
T0UTnTJYV0h,,NeoIPC HAP Secondary BSI pathogen 2 - when empty or listed,"Hides the pathogen name for Secondary BSI pathogen 2 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,oa5b7dqWQzm,
XaArgXElGyZ,,NeoIPC HAP Secondary BSI pathogen 2 - when not listed,"Makes the pathogen name mandatory for Secondary BSI pathogen 2 when ""Not listed"" is selected.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 2 - when not listed/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,HpOvq7mOlso,
D6Nb2BGK7V8,,NeoIPC HAP Secondary BSI pathogen 3 - may be 3GCR,Makes the 3GCR field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,tx6NNqrc5Qv,
ZdMxCZAfKVI,,NeoIPC HAP Secondary BSI pathogen 3 - may be MRSA,Makes the MRSA field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - may be MRSA/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,xR17imbJ90C,
Bhr7LQxx0pz,,NeoIPC HAP Secondary BSI pathogen 3 - may be VRE,Makes the VRE field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - may be VRE/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,gzgmFVlI0lD,
xSZUXdxqRnt,,NeoIPC HAP Secondary BSI pathogen 3 - may be carbapenem-resistant,Makes the carbapenem-resistant field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - may be carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,bvEX1I4qri6,
JkF5XwSEc3u,,NeoIPC HAP Secondary BSI pathogen 3 - may be colistin-resistant,Makes the colistin-resistant field for secondary BSI pathogen 3 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - may be colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,xp6NLPTOBYV,
ctLUbjkIswq,,NeoIPC HAP Secondary BSI pathogen 3 - not 3GCR,Hides the 3GCR field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - not 3GCR/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,M3qggI3o4XQ,
ZoA6Ng0ufP2,,NeoIPC HAP Secondary BSI pathogen 3 - not MRSA,Hides the MRSA field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - not MRSA/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,dx5kqkNb3fN,
GSQDOo3jsyJ,,NeoIPC HAP Secondary BSI pathogen 3 - not VRE,Hides the VRE field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - not VRE/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,nq6pajFsTHU,
HdO9xjSHs00,,NeoIPC HAP Secondary BSI pathogen 3 - not carbapenem-resistant,Hides the carbapenem-resistant field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - not carbapenem-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,nSM3iyqvOGl,
cqAabFTW6XX,,NeoIPC HAP Secondary BSI pathogen 3 - not colistin-resistant,Hides the colistin-resistant field for secondary BSI pathogen 3 if it is not relevant for the selected pathogen.,expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - not colistin-resistant/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,RSsoWktyexw,
dx0G2uiEZD5,,NeoIPC HAP Secondary BSI pathogen 3 - set 3GCR,"Sets the ""may be 3GCR"" variable for pathogens that could be 3GCR.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - set 3GCR/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,UFmvcQ4WNVs,
jVkbe88846W,,NeoIPC HAP Secondary BSI pathogen 3 - set MRSA,"Sets the ""may be MRSA"" variable for pathogens that could be MRSA.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - set MRSA/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,XrmXN8dkvQj,
tBpmnNhTHZt,,NeoIPC HAP Secondary BSI pathogen 3 - set VRE,"Sets the ""may be VRE"" variable for pathogens that could be VRE.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - set VRE/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,nCDRVSnUiK0,
s3buXNEu5iY,,NeoIPC HAP Secondary BSI pathogen 3 - set carbapenem-resistant,"Sets the ""may be carbapenem-resistant"" variable for pathogens that could be carbapenem-resistant.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - set carbapenem-resistant/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,qxRRwPYZSUc,
i5m5ZAO3IYR,,NeoIPC HAP Secondary BSI pathogen 3 - set colistin-resistant,"Sets the ""may be colistin-resistant"" variable for pathogens that could be colistin-resistant.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - set colistin-resistant/condition.dhis2,0,D8mSSpOpsKj,gS3zQzPpsgV,bwZs6lM3HY0,
EWTMiuC1Kco,,NeoIPC HAP Secondary BSI pathogen 3 - when empty or listed,"Hides the pathogen name for Secondary BSI pathogen 3 unless ""Not listed"" is selected.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - when empty or listed/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,haFm4M1CFx0,
B8XRcyZyHNF,,NeoIPC HAP Secondary BSI pathogen 3 - when not listed,"Makes the pathogen name mandatory for Secondary BSI pathogen 3 when ""Not listed"" is selected.",expressions/programRules/NeoIPC HAP Secondary BSI pathogen 3 - when not listed/condition.dhis2,1,D8mSSpOpsKj,gS3zQzPpsgV,M560cpmH1Zy,
wbiLMYsmJbr,,NeoIPC NEC Secondary BSI pathogen 1 - may be 3GCR,Makes the 3GCR field for secondary BSI pathogen 1 mandatory if it is relevant for the selected pathogen.,expressions/programRules/NeoIPC NEC Secondary BSI pathogen 1 - may be 3GCR/condition.dhis2,1,D8mSSpOpsKj,Cp8UiWONR1B,xKGQITkcIZh,
